issuekey;doc_clean;storypoint_label
XD-2553;As a CF user I'd like to have the ability to override the YARN config location so that I can change where the custom module _uber-jar_ can be stored and retrieved.;3
XD-2554;As a user I'd like to have the option to stop an existing Spark job so that I can clean-up resources at the time of completion.;3
XD-2557;As a developer I'd like to upgrade to Reactor 2.0 RC1 release so that we can synchronize with stable dependencies.;4
XD-2559;As a user I'd like to have a Redis based _aggregation_ over field-value counters so that I can continuously write the aggregation in Redis as we ingest more data.    *Scope:*  * Port specs from [previous implementation|https://github.com/spring-projects/spring-xd/wiki/OLD---Aggregate-Field-Value-Counters].  * Identify gaps  * Update reference documentation;3
XD-2560;As a user I'd like to have a Redis based aggregation over field-value counters so that I can continuously write the aggregation in Redis as we ingest more data.  *Scope:* * Port specs from [previous implementation|https://github.com/spring-projects/spring-xd/wiki/OLD---Aggregate-Field-Value-Counters]. * Identify gaps * Update reference documentation;3
XD-2562;As a developer I'd like to isolate the Hadoop tests in a different project so that the DIRT project doesn't have to depend upon thus eliminating the incorrect CP file generation in eclipse.;3
XD-2566;As a developer I'd like to have acceptance test coverage for XD + YARN on EC2 so that I can verify simple XD features running on YARN on every build cycle.;5
XD-2571;As a developer I'd like to upgrade _reactor-ip_ and _syslog_ modules to Reactor 2.0 so that we can sync up with the latest release.;1
XD-2590;As a user I'd like to have the option to extend the default message handling behavior for HTTP source-module so that I can override the settings via _servers.yml_ to control the default message size.    *Notes:*  The adapter currently has that hard-coded (1MB limit) in the HttpChunkAggregator. We will have to expose this property for overrides. [Related PR|https://github.com/spring-projects/spring-xd/pull/1367].;3
XD-2597;As a user deploying XD on YARN I need a convenient way to get info like the admin port for my current deployment.    Best way for now would be to add an info command to the xd-yarn script.    With the latest changes the admin server runs on a random port when we deploy to YARN. In order for the user to connect they would have to query Zookeeper. This is inconvenient.;4
XD-2606;As a user I'd like to have an option to track history so that I get the visibility of stream name module name etc. added as part of the message header.;3
XD-2609;"As a user I'm trying to list streams (>20) in admin-ui to use the pagination however I ended up with blank page and the server-side errored with _java.lang.IllegalStateException_.    Version: 1.1.0 SNAPSHOT (master build)  Distributed: 1 admin and 2 containers    *Steps to reproduce:*  1) Deploy the following streams.  stream create foo1 --definition ""time | log"" --deploy  stream create foo2 --definition ""time | log"" --deploy  stream create foo3 --definition ""time | log"" --deploy  stream create foo4 --definition ""time | log"" --deploy  stream create foo5 --definition ""time | log"" --deploy  stream create foo6 --definition ""time | log"" --deploy  stream create foo7 --definition ""time | log"" --deploy  stream create foo8 --definition ""time | log"" --deploy  stream create foo9 --definition ""time | log"" --deploy  stream create foo10 --definition ""time | log"" --deploy  stream create foo11 --definition ""time | log"" --deploy  stream create foo12 --definition ""time | log"" --deploy  stream create foo13 --definition ""time | log"" --deploy  stream create foo14 --definition ""time | log"" --deploy  stream create foo15 --definition ""time | log"" --deploy  stream create foo16 --definition ""time | log"" --deploy  stream create foo17 --definition ""time | log"" --deploy  stream create foo18 --definition ""time | log"" --deploy  stream create foo19 --definition ""time | log"" --deploy  stream create foo20 --definition ""time | log"" --deploy  stream create foo21 --definition ""time | log"" --deploy  stream create foo22 --definition ""time | log"" --deploy    2) Go to Streams tab in admin-ui to get a blank page and the following exception in admin logs.    *Error:*  16:55:19107 1.1.0.SNAP ERROR http-nio-9393-exec-2 rest.RestControllerAdvice - Caught exception while handling a request  java.lang.IllegalStateException: Not all instances were looked at    org.springframework.util.Assert.state(Assert.java:385)    org.springframework.xd.dirt.rest.XDController.enhanceWithDeployments(XDController.java:207)    org.springframework.xd.dirt.rest.XDController.listValues(XDController.java:178)    org.springframework.xd.dirt.rest.StreamsController.list(StreamsController.java:63)";1
XD-2614;As a user I'd like to have Google's [Protocol Buffer|https://code.google.com/p/protobuf/] codec option so that I can serialize/deserialize objects based on its native specifications.;4
XD-2615;"As a tester I'd like to add test coverage for ""complex objects"" such protocol buffers any object with nested variables or a tree of objects so that I can evaluate and document the performance characteristics.";5
XD-2630;As a developer I'd like to use Ambari plugin so that I can provision manage and monitor Spring XD cluster using the same tool I use for Hadoop clusters.;4
XD-2635;"As a user I'd like to refer to the wiki so that I can create a job with 'partitions' that in turn expects _tableName_ and _columns_ be explicitly included in the job definition.     It is also beneficial to call-out _sql_ and _tableName_ metadata options are mutually exclusive. Following logic in _JdbcHdfsOptionsMetadata_ needs documented.    {code:java}  @AssertTrue(message = ""Use ('tableName' AND 'columns') when using partition column"")  boolean isPartitionedWithTableName() {  	if (StringUtils.hasText(partitionColumn)) {  		return StringUtils.hasText(tableName) && !StringUtils.hasText(sql)  	}  	else {  		return true  	}  }  {code}";1
XD-2636;As a user I'd like to either use _sql_ or _tableName_ options so that I can build a partitioned job with _where_ clause and strict table-column combo respectively.;4
XD-2652;As a user I'd like to migrate from 1.0 to 1.1 and be able to port my custom modules so that I can operationalize existing data pipelines and also take advantage of latest XD features.;2
XD-2656;As a user I'd like to refer to a Pig script/job sample so that I can use that as a reference to integrate Pig jobs in XD.;4
