issuekey;doc_clean;adj_storypoint
XD-2904;As a user I'd like to upgrade to Spring Boot 1.2.3 release do I can leverage the latest improvements and bug fixes.    We should also sync-up the following dependency updates to [synchronize with Boot|https://github.com/spring-projects/spring-boot/blob/master/spring-boot-dependencies/pom.xml]:  {code}  <logback.version>1.1.3</logback.version>  <jackson.version>2.5.1</jackson.version>  <gemfire.version>8.0.0</gemfire.version>  <h2.version>1.4.185</h2.version>  <javax-mail.version>1.5.3</javax-mail.version>  <undertow.version>1.2.3.Final</undertow.version>  <joda-time.version>2.7</joda-time.version>  <nekohtml.version>1.9.21</nekohtml.version>  <activemq.version>5.11.1</activemq.version>  <antlr2.version>2.7.7</antlr2.version>  <commons-dbcp2.version>2.0.1</commons-dbcp2.version>  <tomcat.version>8.0.21</tomcat.version>  <aspectj.version>1.8.5</aspectj.version>  <groovy.version>2.4.3</groovy.version>  <crashub.version>1.3.1</crashub.version>  <jetty.version>9.2.9.v20150224</jetty.version>  <elasticsearch.version>1.4.4</elasticsearch.version>  <flyway.version>3.2.1</flyway.version>  <freemarker.version>2.3.22</freemarker.version>  <jdom2.version>2.0.6</jdom2.version>  <liquibase.version>3.3.2</liquibase.version>  <mockito.version>1.10.19</mockito.version>  mongodb.version>2.13.0</mongodb.version>  <slf4j.version>1.7.11</slf4j.version>  <spring-cloud-connectors.version>1.1.1.RELEASE</spring-cloud-connectors.version>  <spring-security.version>4.0.1.RELEASE</spring-security.version>  <jedis.version>2.6.2</jedis.version>  <spring-ws.version>2.2.1.RELEASE</spring-ws.version>  {code};1
XD-2910;As a developer I'd like to revisit performance benchmarks with new improvements so I can verify the optimizations around _jdbchdfs_.;1
XD-2921;As a developer I'd like to add documentation on escape quotes so when someone using Sqoop job can double escape {{\\\\N}} instead of sending quotes {{'\N'}} to successfully submit the job.;1
XD-2929;As a developer I'd like to document how to nest batch jobs and workflows in XD so it will be easy for end-users to use it as reference.;1
XD-2945;As a user I want to be able to provide my own RowMapper<Tuple> implementation to enrich the jdbc data.   My use case requires me to add timestamp field and a delete flag field to records before they get written to HDFS. To do it I have to implement a ItemReaderFactory and perhaps extend NameColumnJdbcItemReader. This is to override the afterPropertySet method to change the default implementation.  Otherwise I have to write my own Processor that can add these fields to Tuples and since tuples are immutable I would have to recreate the tuples with additional fields in the processor. For large load this could be big overhead.  I would love to know any other technique to implement such a use case.;1
XD-2956;As a developer I'd like revisit the design to determine the necessity for _ID_ and _TimeStamp_ attributes in {{Tuple}} so I can refactor in order to improve performance throughput.;1
XD-2971;As a user I'd like to refer to the documentation to configure the properties file so I can use it as recommended to represent the deployment manifest.;1
XD-3003;As a user I'd like to have the option to change the default Sqoop _metastore_ so I can implement a DB of my choice and not tied to default specifications.    Refer to this [thread|http://stackoverflow.com/questions/24078668/how-to-change-sqoop-metastore] for more details.;1
XD-3019;As a user I'd like to refer to the documentation so I can configure HDFS backed module registry (XD-2287) as recommended.;1
XD-3037;As a user I want to have a documentation that shows how to configure multiple topics with Kafka source module.;1
XD-3043;As a user I'd like to use the GF source along with native GF authentication enabled so I can consume data from GF in a secured way. I'd like to refer to documentation on where the GF specific native and security properties needs configured.     See this [SC post|https://gopivotal-com.socialcast.com/messages/24377202] for more details.;1
XD-3076;"As a user I'd like to use the _Mail_ source to connect to secured IMAP and/or SMTP mail servers.     _Mail_ source config file requires a <util:properties/> bean (with ssl/tls properties) provided to the adapter via the java-mail-properties attribute. [Ref. Example|http://docs.spring.io/spring-integration/docs/latest-ga/reference/html/mail.html].    {code:xml}     <beans:beans profile=""default"">          <util:properties id=""javaMailProperties"">              <beans:prop key=""mail.imap.socketFactory.class"">javax.net.ssl.SSLSocketFactory</beans:prop>              <beans:prop key=""mail.imap.socketFactory.fallback"">false</beans:prop>              <beans:prop key=""mail.store.protocol"">imaps</beans:prop>              <beans:prop key=""mail.debug"">false</beans:prop>          </util:properties>      </beans:beans>  {code}    [List of all java-mail properties|https://javamail.java.net/nonav/docs/api/com/sun/mail/smtp/package-summary.html]";1
XD-3097;As a user I'd like to have shell to automatically configure itself against an environment I have setup.  This really came up with ambari work where shell can be anywhere in a cluster. Best I was able to do for now is to build an init file for commands(ambari xd-shell deploy already knows locations/addresses for xd admin and namenode): {code} $ cat /etc/springxd/conf/xd-shell.init  admin config server http://ambari-2.localdomain:9393 hadoop config fs --namenode hdfs://ambari-2.localdomain:8020 {code}  and then run those after starting xd-shell: {code} server-unknown:>script --file /etc/springxd/conf/xd-shell.init admin config server http://ambari-2.localdomain:9393 Successfully targeted http://ambari-2.localdomain:9393 hadoop config fs --namenode hdfs://ambari-2.localdomain:8020 Script required 0.662 seconds to execute xd:> {code};1
XD-3105;As a developer I'd like to have JMX turned-off by default so I can take advantage of the performance throughput benefits.;1
XD-3127;As a user I'd like to refer to OOTB batch jobs and the documentation so I can jump to the right job section and review details.;1
XD-3140;As a user I'd like to have a landing page with higher-order links for sources processors sinks and jobs so I can jump to right section from one place.;1
XD-3152;As a developer I'd like to update to the 4.1.5 SI release so I can pickup the latest improvements to message channels.;1
XD-3153;As a developer I'd like to update to SI Kafka extension 1.2.0 so I can leverage the latest performance improvements.;1
XD-3154;As a developer I'd like to update to Spring Hadoop 2.2.0 GA release so I can leverage the latest improvements.;1
XD-3156;As a developer I would like to create DSL based jobs using Spring XD.   Currently BatchJobRegistryBeanPostProcessor implementation has an assumption in postProcessAfterInitialization( ) method (line 92). It checks if the beans are instanceof StepParserStepFactoryBean which is XML based steps. Therefore any XD step listeners for tap events are not getting registered effectively I'm not getting any Step events out of my DSL based jobs.  Apparently everything else is working alright for the Java DSL job. Java DSL jobs are far easier to write Test/Integration Tests with.  Please review issue type - I was not sure if this was a bug or improvement i supposed it is an improvement.;1
XD-3157;As a developer I in the new development of component (source/processor/sink) how to get the module id and container id  Because components need to generate log log information must include the unique identifier   xd:>runtime modules;1
XD-3170;As a user I need to know the Spark streaming features like adding tap at the spark module output and the examples need to be updated.  The documentation also needs some more information on `Reliable` receiver.;1
XD-3173;"As a user I'd like to be able to understand the root cause of an error on the {{http}} shell command.  When an exception occurs on an {{http}} shell command the user gets  {{""Failed to access http endpoint %s"" target}}  No information from the exception is conveyed to the user (nor is it logged by the admin).";1
XD-3205;As a user I'd like to upgrade Spring XD from 1.2 RC to 1.2 GA using the Ambari plugin so I can work on the latest release bits. I'd like to refer to the documentation to do so.;1
XD-3211;As a user I would like to use fsUri = file:// to use Hadoop LocalFileSystem instead of a running cluster. In my use case my data scientist team requested to provide me a local CSV of data that is being loaded using jdbchdfs job. The quickest way to solve this was to change the fsUri to file://. and it should have just worked.   This will work alright for singlenode setups for multiple containers hosted on multiple machines will split the file across different machines - but then I believe it is fair to assume that the developer must know what he is doing.;1
XD-3230;As a developer I'd like to upgrade to Reactor 2.0.4 release so I could leverage the latest improvements and bug-fixes.;1
XD-3238;As a developer I'd like to complete the remaining Kryo optimization changes so I can polish and get the guidelines documented appropriately.;1
XD-3341;As a s-c-d developer I'd like to publish the s-c-d image to DockerHub so I can incrementally push the latest commits to the remote location.;1
XD-3346;As a XD user I'm trying to access URI (- GET /jobs/executions//steps//progress => hasRole('ROLE_VIEW')) but it fails with 403 forbidden error for the role with view access. More details [here|https://issuetracker.springsource.com/browse/VESC-475].    Another URL with the same error: http://<HOST>:9393/streams/definitions.json?page=0&size=10;1
XD-3398;As a s-c-s developer I'd like to create auto configuration for {{singlenode}} binder configuration/properties so I can automatically configure the Spring application based on the dependencies.;1
XD-3406;As a s-c-s developer I'd like to refactor the current {{ModuleLauncher}} contract with Boot's {{JarLauncher}} API so we don't have to maintain duplicate functionality.;1
XD-3462;As a s-c-d user I'd like to create a new banner so I can embed and display the banner when the shell server boots-up.     Perhaps use this [banner generator|http://patorjk.com/software/taag/#p=display&f=Standard&t=Spring%20Cloud%0AData%20Flow%20%20%3E%3E%3E%3E%3E%20]?;1
XD-3466;As a s-c-d developer I'd like to add _hdfs_ sink to module registry so I can use this module to build streaming pipeline and write to Hadoop.;1
XD-3492;As a XD developer I'd like to move header-enricher from modules repo to XD proper.;1
XD-3494;As a s-c-d developer I'd like to document the use of BOM templates so the general audience can use it as a reference to include external libraries dynamically.;1
XD-3590;As a XD developer I'd like to reproduce and fix anomalies as listed [here|https://github.com/spring-projects/spring-xd-admin-ui-client/issues/9].;1
XD-3596;As a s-c-d user I should be prevented from creating streams with duplicate name. I'd expect streams to have unique names all the time.;1
XD-3627;As a developer I'd like to get rid off {{XDRuntimeException}} from XD.;1
XD-3633;As a user I'd like to use SFTP source module so I can create streaming pipeline with it. However I cannot see SFTP as OOTB module listed on: {{module list}} and as well as the module bits are not available in [maven repo|http://repo.spring.io/libs-snapshot/org/springframework/cloud/stream/module/].;1
XD-3636;As a Flo user I'd like to have {{timeout}} and {{pollInterval}} as global options at the DSL level so I can override the defaults at will.;1
XD-3637;As a developer I'd like to upgrade to SI 4.2.1 release so I can take advantage of the latest improvements.;1
XD-3651;As a module developer I would like the JsonStringToTupleConverter in the Spring Cloud Streams project to maintain the types provided in the JSON string and not convert everything to a String representation.;1
XD-3665;As a user I'm trying to load Task Task Deployment and Task Executions page but I'm seeing an error {{(Error fetching data. Is the XD server running?)}} instead.;1
XD-3666;As a user I'd like to use the admin-ui and flo with consistent look and feel.;1
XD-3667;"As a developer I'd like to troubleshoot and fix {{root}} level access over CF SPI REST calls they're broke at the moment.     Access for following calls fail:    {code}    href: ""https://s-c-dataflow-admin.cfapps.pez.pivotal.io:80/streams""  href: ""https://s-c-dataflow-admin.cfapps.pez.pivotal.io:80/tasks""  href: ""https://s-c-dataflow-admin.cfapps.pez.pivotal.io:80/metrics/counters""  href: ""https://s-c-dataflow-admin.cfapps.pez.pivotal.io:80/metrics/counters/{name}""  href: ""https://s-c-dataflow-admin.cfapps.pez.pivotal.io:80/modules""  href: ""https://s-c-dataflow-admin.cfapps.pez.pivotal.io:80/completions/stream{?startdetailLevel}""  {code}";1
XD-3668;As a user I'd like to see the version and SPI type in the `about` section so I can confirm which build of {{admin-ui}} I'm currently using.;1
XD-3669;As a user I'd like Flo Graphs as screenshots while referring to the batch DSL so it will be easy for me to relate to concepts.;1
XD-3680;As a developer I'd like to add support for {{undeployed}} status consistently across all the deployers so I can present the correct status instead of the current {{unknown}}. This is applicable for existing streams without any deployment context associated with it.;1
XD-3681;As a developer I'd like to add {{undeployed}} status for k8s SPI so I can represent the correct status instead of the current {{unknown}} state.;1
XD-3683;"As a user I'm trying to compose a job just with one definition however I'm getting the following error message which could be misinterpreted.    {code}  xd:>job create salsa --definition timestampfile  Successfully created job 'salsa'  xd:>job create foo --definition ""salsa || salsa""  Successfully created job 'foo'  xd:>job create foo222 --definition ""salsa""  Command failed org.springframework.xd.rest.client.impl.SpringXDException: Could not find module with name 'salsa' and type 'job'  {code}";1
XD-3695;As a developer I'd like to upgrade to 2.2.1 GA release so I can leverage the latest improvements without breaking backwards compatibility. SHDP 2.3.0 uses Boot 1.3 and HDP and CDH versions that drop older Hive support. To avoid breaking changes we should instead use SHDP 2.2.1 that has backported any improvements that we need as well as move Spring and Hadoop versions to more recent ones.;1
XD-3696;As a developer I'd like to upgrade to SI 4.2.2.GA release so I can leverage the latest improvements.;1
XD-3698;As a user I created a composed job with over 10 child jobs in the workflow I expected to see 'a' job in the execution list page without any pagination but instead I noticed empty pagination to skip to next page.;1
XD-3699;As a developer I'd like to remove the hardcoded buildpack reference since the latest 1.6.2 ER release includes all the features required by Data Flow.;1
XD-3706;As a user I'm trying to use {{counter}} sink with {SpEL}} expression but I'm not able to use them in combination. It [throws|https://github.com/spring-cloud/spring-cloud-stream-modules/blob/master/counter-sink/src/main/java/org/springframework/cloud/stream/module/metrics/CounterSinkProperties.java#L77] {{exactly one of 'name' and 'nameExpression' must be set}} as error message.;1
XD-3707;"As a user I'm trying to get all job definitions but the first 20 alone are returned.    Job samples:  {code}  job create aaa --definition ""hello"" --deploy  job create bbb --definition ""hello"" --deploy  job create ccc --definition ""hello"" --deploy  job create ddd --definition ""hello"" --deploy  job create eee --definition ""hello"" --deploy  job create fff --definition ""hello"" --deploy  job create ggg --definition ""hello"" --deploy  job create hhh --definition ""hello"" --deploy  job create iii --definition ""hello"" --deploy  job create jjj --definition ""hello"" --deploy  job create kkk --definition ""hello"" --deploy  job create lll --definition ""hello"" --deploy  job create mmm --definition ""hello"" --deploy  job create nnn --definition ""hello"" --deploy  job create ooo --definition ""hello"" --deploy  job create ppp --definition ""hello"" --deploy  job create qqq --definition ""hello"" --deploy  job create rrr --definition ""hello"" --deploy  job create sss --definition ""hello"" --deploy  job create ttt --definition ""hello"" --deploy  job create uuu --definition ""hello"" --deploy  job create vvv --definition ""hello"" --deploy  job create www --definition ""hello"" --deploy  job create xxx --definition ""hello"" --deploy  job create yyy --definition ""hello"" --deploy  job create zzz --definition ""hello"" --deploy  job create aaa1 --definition ""hello"" --deploy  job create bbb1 --definition ""hello"" --deploy  job create ccc1 --definition ""hello"" --deploy  job create ddd1 --definition ""hello"" --deploy  job create eee1 --definition ""hello"" --deploy  {code}    Request:  {{http://localhost:9393/jobs/definitions.json}} - returns top 20 the other experiments with page size of either 0 or -1 still brings the top 20.";1
XD-3708;As a developer I'd want to document the limitations of HSQL DB when using composed jobs.;1
XD-3718;As a user I want to be able to provide the partitioning logic for a named destination so that I can control the ordering of outbound messages.;1
XD-3741;As a Flo for Spring XD user I would like to be able to create a new stream using the graphicat UI.     This flow should be shown in a graphical way also in definition tab.  !http://example.com/image.png!  Right now it doesn't happen due to a javascript error.    {code}  TypeError: this.node.getTransformToElement is not a function      at Object.VElement.bbox (http://localhost:9393/admin-ui/lib/joint/src/vectorizer.js:323:36)      at joint.dia.ElementView.joint.dia.CellView.extend.positionRelative (http://localhost:9393/admin-ui/lib/joint/dist/joint.all.clean.js:2740:51)      at null.<anonymous> (http://localhost:9393/admin-ui/lib/joint/dist/joint.all.clean.js:2710:18)      at http://localhost:9393/admin-ui/lib/lodash/lodash.compat.js:1177:23      at eval (eval at createIterator (http://localhost:9393/admin-ui/lib/lodash/lodash.compat.js:1:0) <anonymous>:10:9)      at Function.forEach (http://localhost:9393/admin-ui/lib/lodash/lodash.compat.js:3645:9)      at joint.dia.ElementView.joint.dia.CellView.extend.update (http://localhost:9393/admin-ui/lib/joint/dist/joint.all.clean.js:2700:11)      at bound [as update] (http://localhost:9393/admin-ui/lib/lodash/lodash.compat.js:1005:21)      at joint.dia.ElementView.joint.dia.CellView.extend.render (http://localhost:9393/admin-ui/lib/joint/dist/joint.all.clean.js:2903:14)      at joint.dia.Paper.Backbone.View.extend.addCell (http://localhost:9393/admin-ui/lib/joint/dist/joint.all.clean.js:5004:14)(anonymous function) @ :9393/admin-ui/lib/angular/angular.js:11500  :9393!attachment-name.jpg|thumbnail!  {code};1
